date,gdp,gdp_rate,year,close,trade_times,trade_money
1998Q1,18049.1,0.08149031403730579,1998.0,1212.7777307692304,415018273.07692313,4453512403.846154
1998Q2,20296.6,0.059122503078753476,1998.0,1353.3132031250002,865018628.125,7784020828.125
1998Q3,21775.6,0.06217775804964645,1998.0,1242.3771969696968,572018507.5757576,4449455772.727273
1998Q4,25074.2,0.07331292939237638,1998.0,1227.214984375,485262826.5625,4308763125.0
1999Q1,19361.9,0.07273492861139907,1999.0,1141.7683199999994,513804548.0,3505024320.0
1999Q2,21567.7,0.06262625267286158,1999.0,1261.451578125,1609217198.4375,12101323421.875
1999Q3,23050.8,0.05856095813663002,1999.0,1600.9238636363634,1160737896.969697,9915612166.666666
1999Q4,26583.9,0.06020929880115819,1999.0,1452.537949152543,568866332.2033899,3811785050.847458
2000Q1,21329.9,0.10164291727568056,2000.0,1617.8395925925927,2089985938.8888886,19231933685.185184
2000Q2,24043.4,0.11478739040324193,2000.0,1852.8084833333328,1364979303.3333333,13732028350.0
2000Q3,25712.5,0.11547104655803707,2000.0,1995.1461538461526,977324587.6923076,11584795446.153849
2000Q4,29194.3,0.09819477202366836,2000.0,2026.346433333333,1056999228.3333334,10459457950.0
2001Q1,24086.4,0.12923173573246946,2001.0,2023.1241481481475,1220225514.8148148,10731595370.37037
2001Q2,26726.6,0.11159819326717506,2001.0,2177.80065,1741440188.3333333,15413756745.766666
2001Q3,28333.3,0.10192707826932423,2001.0,1958.7727076923081,628829401.7692307,7032806639.338462
2001Q4,31716.8,0.08640385280688354,2001.0,1676.0658852459014,579995913.1147541,6355747427.868854
2002Q1,26295.0,0.09169489836588277,2002.0,1544.7183333333335,984452678.4313724,9489172582.980392
2002Q2,29194.8,0.09234994350197934,2002.0,1594.2050999999994,880854926.6666666,8708921008.43333
2002Q3,31257.3,0.10320012141190754,2002.0,1660.3960923076932,598939973.8461539,6049024017.338462
2002Q4,34970.3,0.10257970539272572,2002.0,1460.2474098360653,592853422.9508197,4859655610.196721
2003Q1,29825.5,0.13426506940482982,2003.0,1468.3140357142856,954788680.3571428,7553842559.946428
2003Q2,32537.3,0.1144895666351542,2003.0,1545.6311551724139,1521071986.2068965,12341319949.5
2003Q3,35291.9,0.12907704760168032,2003.0,1455.4908787878785,664862822.7272727,5404169419.681818
2003Q4,39767.4,0.13717640397708908,2003.0,1406.4260163934428,1369371195.0819669,9592448374.67213
2004Q1,34544.6,0.15822366766692925,2004.0,1671.1855535714292,2287126839.285714,18707302101.892857
2004Q2,38700.8,0.18942874792929973,2004.0,1572.1309333333338,1236977420.0,10112272196.383331
2004Q3,41855.0,0.18596618487528294,2004.0,1383.7366363636359,1213236554.5454545,7728813297.590909
2004Q4,46739.8,0.1753295412825581,2004.0,1329.3786721311474,1283310563.9344265,7900639192.393442
2005Q1,40453.3,0.1710455469161607,2005.0,1251.7461785714281,1306472716.0714285,7371561623.267858
2005Q2,44793.1,0.1574205184388952,2005.0,1126.8316166666666,1477109941.6666667,7451257348.05
2005Q3,48047.8,0.14795842790586555,2005.0,1127.175363636364,2254992563.6363635,10063484615.878788
2005Q4,54024.8,0.15586288345264634,2005.0,1117.6334499999996,1464613500.0,6649079912.883333
2006Q1,47078.9,0.16378391874086906,2006.0,1266.3665535714285,2537603476.785714,12519159322.125
2006Q2,52673.3,0.17592441693028624,2006.0,1530.2848166666668,4946979371.666667,27722268841.0
2006Q3,56064.7,0.1668525926265093,2006.0,1663.715015384615,3494289190.769231,19556055043.569233
2006Q4,63621.6,0.17763693711036405,2006.0,2032.3172666666676,6036651935.0,35754332008.75
2007Q1,57177.0,0.2144931168740136,2007.0,2882.9842280701764,10924016831.578949,87596305722.82455
2007Q2,64809.6,0.2304070563264499,2007.0,3867.439366666668,14125595263.333334,177692594631.41666
2007Q3,69524.3,0.2400726303716957,2007.0,4724.246661538462,9264999147.692308,134836954084.9077
2007Q4,78721.4,0.2373376337596036,2007.0,5367.8161666666665,5998627441.666667,102031023210.51666
2008Q1,69410.4,0.21395666089511506,2008.0,4482.636474576273,6650536347.457627,109147481385.81357
2008Q2,78769.0,0.21539092973880414,2008.0,3316.277442622951,6247900980.3278675,81476476931.32788
2008Q3,82541.9,0.18723813112825285,2008.0,2507.835349206349,5437473382.539682,49640611058.61905
2008Q4,88794.3,0.12795631175258582,2008.0,1921.6975396825405,8130785534.920634,55212219757.349205
2009Q1,74053.1,0.06688767101183701,2009.0,2143.477140350877,13097956042.105265,107214759971.92982
2009Q2,83981.3,0.06617197120694693,2009.0,2640.6061311475423,14143068891.803278,139471004185.18033
2009Q3,90014.1,0.09052614490337647,2009.0,3060.1723787878773,14629772940.90909,165011640459.0
2009Q4,101032.8,0.13782979312861302,2009.0,3158.974216666666,13147152013.333334,151640861764.26666
2010Q1,87616.7,0.18316046188478252,2010.0,3075.652689655173,9879964553.448277,118344254532.39655
2010Q2,99532.4,0.18517336597552064,2010.0,2760.7519833333336,8655160220.0,100592685397.33333
2010Q3,106238.7,0.18024509493512672,2010.0,2589.068492063492,10098766850.793652,104344295456.50792
2010Q4,119642.5,0.18419463778099784,2010.0,2917.317721311475,14137401245.90164,178856586256.7869
2011Q1,104641.3,0.19430770617930151,2011.0,2863.365931034483,11078961558.620691,135946478909.7931
2011Q2,119174.3,0.1973417701170675,2011.0,2838.9116229508195,9380207639.344265,108466102540.59016
2011Q3,126981.6,0.19524805932301514,2011.0,2608.2426,7637263138.461537,83459281778.21538
2011Q4,138503.3,0.1576429780387403,2011.0,2365.6167666666665,6663358066.666667,62694524859.73332
2012Q1,117593.9,0.12378095455618375,2012.0,2342.816603448276,8771235234.48276,81030010244.41379
2012Q2,131682.5,0.10495719295183606,2012.0,2343.409847457627,8306853850.847458,78273433322.30507
2012Q3,138622.2,0.0916715492638304,2012.0,2119.1602153846147,6378295612.307693,54135985703.38461
2012Q4,152468.9,0.10083225453833956,2012.0,2087.8682786885247,7740428622.95082,58242989139.934425
2013Q1,129747.0,0.10334804781540544,2013.0,2324.1317321428564,12186456585.714285,105822293869.71428
2013Q2,143967.0,0.09328878172877944,2013.0,2204.5121052631575,9376188231.578949,82490947763.64912
2013Q3,152905.3,0.10303616592436114,2013.0,2085.3046874999995,11959309543.75,100387124800.0
2013Q4,168625.1,0.10596390477008763,2013.0,2169.7764918032785,10879560013.114756,95360694574.16394
2014Q1,140618.3,0.08378844982928306,2014.0,2051.635913793104,10220302358.620691,86478210012.68965
2014Q2,156461.3,0.08678586064862079,2014.0,2049.4651311475413,8477278432.786884,68661667067.803276
2014Q3,165711.9,0.08375510855411818,2014.0,2203.4976,16178101255.384615,134330501970.70767
2014Q4,181182.5,0.07446934056673647,2014.0,2641.3616885245897,34052695422.950817,319529243631.21313
